*
*
*
*
*
2022/08/18 20:15:03 174					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 20:15:03 225					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					TRACE  							Revisara el resultSet
2022/08/18 21:44:13 659					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Excepción disparada en el método que Elimina la tabla correspondiente al modelo: java.sql.SQLException: Cannot drop table 'usuario' referenced by a foreign key constraint 'registro_ibfk_2' on table 'registro'.

2022/08/18 21:44:13 646					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Usuario

2022/08/18 21:44:13 662					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Tipo de Excepción : class java.sql.SQLException

2022/08/18 21:44:13 665					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Causa de la Excepción : null

2022/08/18 21:44:13 689					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:13 686					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:44:13 678					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:13 672					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@318bde13

2022/08/18 21:44:13 669					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Mensaje de la Excepción : Cannot drop table 'usuario' referenced by a foreign key constraint 'registro_ibfk_2' on table 'registro'.

2022/08/18 21:44:13 730					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:13 746					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:44:13 749					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:13 752					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							La tabla correspondiente al modelo ya existe en la BD's, por lo cual no será creada.

2022/08/18 21:44:13 782					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:13 792					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:44:13 782					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:13 795					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:13 827					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:13 843					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:44:13 846					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:13 849					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Material

2022/08/18 21:44:13 868					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:13 875					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:44:13 878					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:13 882					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Excepción disparada en el método que Elimina la tabla correspondiente al modelo: java.sql.SQLException: Cannot drop table 'material' referenced by a foreign key constraint 'registro_ibfk_1' on table 'registro'.

2022/08/18 21:44:13 892					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Tipo de Excepción : class java.sql.SQLException

2022/08/18 21:44:13 897					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Causa de la Excepción : null

2022/08/18 21:44:13 904					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@19c66113

2022/08/18 21:44:13 901					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				FATAL  							Mensaje de la Excepción : Cannot drop table 'material' referenced by a foreign key constraint 'registro_ibfk_1' on table 'registro'.

2022/08/18 21:44:14 266					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:14 283					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:44:14 286					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:14 302					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							La tabla correspondiente al modelo ya existe en la BD's, por lo cual no será creada.

2022/08/18 21:44:14 324					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:14 368					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:44:14 359					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:14 371					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:14 461					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:14 484					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:14 480					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:44:14 491					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Registro

2022/08/18 21:44:14 527					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							Sentencia para eliminar tabla de la BD's ejecutada exitosamente

2022/08/18 21:44:14 530					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							Tabla Registro Eliminada exitosamente

2022/08/18 21:44:14 533					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Registro

2022/08/18 21:44:14 536					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:14 542					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:44:14 546					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:14 580					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:14 717					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, No existe en BD's

2022/08/18 21:44:14 765					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							Sentencia para crear tabla de la BD's ejecutada exitosamente

2022/08/18 21:44:14 771					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							CREATE TABLE Registro(Id_Material INTEGER NOT NULL , Ficha INTEGER NOT NULL , Id_Usuario INTEGER NOT NULL , Fecha_Entrega TIMESTAMP NOT NULL , Id_Registro INTEGER AUTO_INCREMENT PRIMARY KEY , Cantidad_Entregada INTEGER NOT NULL , Created_at TIMESTAMP , Updated_at TIMESTAMP );

2022/08/18 21:44:14 746					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							CREATE TABLE Registro(Id_Material INTEGER NOT NULL , Ficha INTEGER NOT NULL , Id_Usuario INTEGER NOT NULL , Fecha_Entrega TIMESTAMP NOT NULL , Id_Registro INTEGER AUTO_INCREMENT PRIMARY KEY , Cantidad_Entregada INTEGER NOT NULL , Created_at TIMESTAMP , Updated_at TIMESTAMP );

2022/08/18 21:44:14 703					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:14 768					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							Tabla Registro Creada exitosamente

2022/08/18 21:44:14 743					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:14 721					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:14 793					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:14 964					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:14 979					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:44:14 984					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:44:15 007					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:44:15 014					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:44:15 017					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 21:57:27 222					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:27 324					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:27 419					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:57:27 425					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:57:27 429					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Tarjeta_NFC

2022/08/18 21:57:27 465					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:27 482					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:57:27 482					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Tarjeta_NFC

2022/08/18 21:57:27 478					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:57:27 478					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							Tabla Tarjeta_NFC Eliminada exitosamente

2022/08/18 21:57:27 475					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							Sentencia para eliminar tabla de la BD's ejecutada exitosamente

2022/08/18 21:57:27 536					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:27 618					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:27 637					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, No existe en BD's

2022/08/18 21:57:27 641					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:57:27 720					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:27 723					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							CREATE TABLE Tarjeta_NFC(Id_Tarjeta_NFC INTEGER AUTO_INCREMENT PRIMARY KEY , Id_Material INTEGER NOT NULL , Created_at TIMESTAMP , Updated_at TIMESTAMP );

2022/08/18 21:57:27 748					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							Sentencia para crear tabla de la BD's ejecutada exitosamente

2022/08/18 21:57:27 751					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							Tabla Tarjeta_NFC Creada exitosamente

2022/08/18 21:57:27 754					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							CREATE TABLE Tarjeta_NFC(Id_Tarjeta_NFC INTEGER AUTO_INCREMENT PRIMARY KEY , Id_Material INTEGER NOT NULL , Created_at TIMESTAMP , Updated_at TIMESTAMP );

2022/08/18 21:57:27 757					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:57:27 832					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:27 855					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:57:27 850					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:57:28 003					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:28 057					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:57:28 061					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:57:28 035					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:28 037					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:57:28 033					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:57:28 124					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:57:28 132					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:57:28 135					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:57:28 157					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					INFO							INSERT INTO Empleado(Nombre, Ficha, Created_at, Updated_at) VALUES (?, ?, ?, ?);

2022/08/18 21:57:28 194					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Excepción disparada en el método que Guarda el modelo en la BD's: java.sql.SQLException: Field 'Puesto' doesn't have a default value

2022/08/18 21:57:28 198					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Tipo de Excepción : class java.sql.SQLException

2022/08/18 21:57:28 201					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Causa de la Excepción : null

2022/08/18 21:57:28 204					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Mensaje de la Excepción : Field 'Puesto' doesn't have a default value

2022/08/18 21:57:28 207					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					FATAL  							Trace de la Excepción : [Ljava.lang.StackTraceElement;@5d9515bc
*
*
*
*
*
2022/08/18 21:58:19 569					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:19 648					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:19 718					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:58:19 724					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:58:19 728					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Tarjeta_NFC

2022/08/18 21:58:19 749					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							Sentencia para eliminar tabla de la BD's ejecutada exitosamente

2022/08/18 21:58:19 754					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							Tabla Tarjeta_NFC Eliminada exitosamente

2022/08/18 21:58:19 758					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Tarjeta_NFC

2022/08/18 21:58:19 761					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:19 774					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:58:19 845					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:19 778					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:58:19 941					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:19 959					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, No existe en BD's

2022/08/18 21:58:19 962					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:58:20 022					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:20 025					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							CREATE TABLE Tarjeta_NFC(Id_Material INTEGER NOT NULL , Id_Tarjeta_NFC INTEGER AUTO_INCREMENT PRIMARY KEY , Created_at TIMESTAMP , Updated_at TIMESTAMP );

2022/08/18 21:58:20 044					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							Sentencia para crear tabla de la BD's ejecutada exitosamente

2022/08/18 21:58:20 048					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							Tabla Tarjeta_NFC Creada exitosamente

2022/08/18 21:58:20 051					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$crateTable$0					INFO							CREATE TABLE Tarjeta_NFC(Id_Material INTEGER NOT NULL , Id_Tarjeta_NFC INTEGER AUTO_INCREMENT PRIMARY KEY , Created_at TIMESTAMP , Updated_at TIMESTAMP );

2022/08/18 21:58:20 055					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:58:20 212					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:20 231					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:58:20 234					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:58:20 315					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:20 330					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:58:20 335					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:58:20 370					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:20 414					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:58:20 409					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:58:20 432					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:20 445					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:58:20 453					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:58:20 454					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					INFO							INSERT INTO Empleado(Puesto, Ficha, Nombre, Created_at, Updated_at) VALUES (?, ?, ?, ?, ?);

2022/08/18 21:58:20 457					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:58:20 479					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$saveModel$2 					INFO							Filas actualizadas: 1

2022/08/18 21:58:20 483					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada
*
*
*
*
*
2022/08/18 21:59:19 614					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:19 703					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:19 777					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, existe en BD's

2022/08/18 21:59:19 781					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:59:19 785					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Tarjeta_NFC

2022/08/18 21:59:19 798					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							Sentencia para eliminar tabla de la BD's ejecutada exitosamente

2022/08/18 21:59:19 801					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							Tabla Tarjeta_NFC Eliminada exitosamente

2022/08/18 21:59:19 861					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		closeConnection						INFO							Conexión a BD's cerrada

2022/08/18 21:59:19 806					josec  							io.github.josecarlosbran.JBSqlLite.Methods 		lambda$dropTableIfExist$1  				INFO							DROP TABLE IF EXISTS Tarjeta_NFC

2022/08/18 21:59:19 857					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$getColumnsTable$1					INFO							Información de las columnas de la tabla correspondiente al modelo obtenida

2022/08/18 21:59:19 846					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:19 902					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:20 027					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		getConnection  						INFO							Conexión a BD's JBSQLUTILS Realizada exitosamente

2022/08/18 21:59:20 046					josec  							io.github.josecarlosbran.JBSqlLite.Methods_Conexion		lambda$tableExist$0					INFO							La tabla correspondiente a este modelo, No existe en BD's

